# kind	item	first_tag	last_tag	value    (measured by tools/drivermatrix/dm.py; tags 535.309.01..615.71.09, 29 of them)
# tags	535.309.01 545.23.08 550.40.07 550.54.14 550.90.07 555.42.02 560.28.03 565.57.01 570.86.15 570.124.06 570.148.08 575.51.02 575.51.03 575.57.08 575.64.05 580.65.06 580.82.07 580.94.02 580.95.05 580.105.08 580.126.09 580.159.04 580.173.02 580.178.04 590.48.01 595.84 610.43.02 610.57.04 615.71.09
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].migratableTpcId	615.71.09	615.71.09	12+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].physicalCpcId	535.309.01	575.64.05	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].physicalCpcId	580.65.06	610.57.04	14+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].physicalCpcId	615.71.09	615.71.09	16+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].ugpuId	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].ugpuId	575.51.02	610.57.04	12+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].ugpuId	615.71.09	615.71.09	14+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualDpcId	535.309.01	610.57.04	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualDpcId	615.71.09	615.71.09	10+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualGpcId	535.309.01	615.71.09	8+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualTpcId	535.309.01	575.64.05	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualTpcId	580.65.06	610.57.04	16+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].globalSmId[].virtualTpcId	615.71.09	615.71.09	18+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numSm	535.309.01	570.148.08	2880+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numSm	575.51.02	575.64.05	3360+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numSm	580.65.06	595.84	4320+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numSm	610.43.02	610.57.04	9216+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numSm	615.71.09	615.71.09	10240+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numTpc	535.309.01	570.148.08	2882+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numTpc	575.51.02	575.64.05	3362+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numTpc	580.65.06	595.84	4322+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numTpc	610.43.02	610.57.04	9218+2
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_GLOBAL_SM_ORDER_PARAMS.globalSmOrder[].numTpc	615.71.09	615.71.09	10242+2
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS	535.309.01	535.309.01	0+3392
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS	545.23.08	565.57.01	0+3584
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS	570.86.15	580.178.04	0+3712
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS	590.48.01	595.84	0+3776
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS	610.43.02	615.71.09	0+4032
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo	535.309.01	535.309.01	0+3392
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo	545.23.08	565.57.01	0+3584
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo	570.86.15	580.178.04	0+3712
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo	590.48.01	595.84	0+3776
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo	610.43.02	615.71.09	0+4032
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[]	535.309.01	535.309.01	0+424
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[]	545.23.08	565.57.01	0+448
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[]	570.86.15	580.178.04	0+464
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[]	590.48.01	595.84	0+472
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[]	610.43.02	615.71.09	0+504
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList	535.309.01	535.309.01	0+424
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList	545.23.08	565.57.01	0+448
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList	570.86.15	580.178.04	0+464
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList	590.48.01	595.84	0+472
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList	610.43.02	615.71.09	0+504
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList[]	535.309.01	615.71.09	0+8
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList[].data	535.309.01	615.71.09	4+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_INFO_PARAMS.engineInfo[].infoList[].index	535.309.01	615.71.09	0+4
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PDB_PROPERTIES_PARAMS	535.309.01	615.71.09	0+8
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PDB_PROPERTIES_PARAMS.pdbTable	535.309.01	615.71.09	0+8
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PDB_PROPERTIES_PARAMS.pdbTable[]	535.309.01	615.71.09	0+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PDB_PROPERTIES_PARAMS.pdbTable[].bPerSubCtxheaderSupported	535.309.01	615.71.09	0+1
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS	535.309.01	575.64.05	0+384
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS	580.65.06	590.48.01	0+512
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS	595.84	595.84	0+1024
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS	610.43.02	615.71.09	0+2048
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks	535.309.01	575.64.05	0+384
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks	580.65.06	590.48.01	0+512
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks	595.84	595.84	0+1024
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks	610.43.02	615.71.09	0+2048
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[]	535.309.01	575.64.05	0+48
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[]	580.65.06	590.48.01	0+64
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[]	595.84	595.84	0+128
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[]	610.43.02	615.71.09	0+256
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[].mask	535.309.01	575.64.05	0+48
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[].mask	580.65.06	590.48.01	0+64
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[].mask	595.84	595.84	0+128
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_PPC_MASKS_PARAMS.enginePpcMasks[].mask	610.43.02	615.71.09	0+256
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS	535.309.01	615.71.09	0+96
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS.engineRopInfo	535.309.01	615.71.09	0+96
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS.engineRopInfo[]	535.309.01	615.71.09	0+12
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS.engineRopInfo[].ropOperationsCount	535.309.01	615.71.09	8+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS.engineRopInfo[].ropOperationsFactor	535.309.01	615.71.09	4+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ROP_INFO_PARAMS.engineRopInfo[].ropUnitCount	535.309.01	615.71.09	0+4
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS	535.309.01	615.71.09	0+72
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier	535.309.01	615.71.09	0+72
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[]	535.309.01	615.71.09	0+9
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].dp	535.309.01	615.71.09	2+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].ffma	535.309.01	615.71.09	4+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].fmla16	535.309.01	615.71.09	1+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].fmla32	535.309.01	615.71.09	3+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].imla0	535.309.01	615.71.09	0+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].imla1	535.309.01	615.71.09	5+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].imla2	535.309.01	615.71.09	6+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].imla3	535.309.01	615.71.09	7+1
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_PARAMS.smIssueRateModifier[].imla4	535.309.01	615.71.09	8+1
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS	535.309.01	570.148.08	ABSENT
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS	575.51.02	615.71.09	0+16352
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2	575.51.02	615.71.09	0+16352
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[]	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[]	575.51.02	615.71.09	0+2044
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList	575.51.02	615.71.09	4+2040
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierListSize	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierListSize	575.51.02	615.71.09	0+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[]	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[]	575.51.02	615.71.09	4+8
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[].data	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[].data	575.51.02	615.71.09	8+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[].index	535.309.01	570.148.08	ABSENT
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_SM_ISSUE_RATE_MODIFIER_V2_PARAMS.smIssueRateModifierV2[].smIssueRateModifierList[].index	575.51.02	615.71.09	4+4
sizeof	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS	535.309.01	615.71.09	0+320
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo	535.309.01	615.71.09	0+320
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[]	535.309.01	615.71.09	0+40
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].aliquotTotal	535.309.01	615.71.09	12+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].heightAlignPixels	535.309.01	615.71.09	4+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].pixelSquaresByAliquots	535.309.01	615.71.09	8+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].subregionCount	535.309.01	615.71.09	28+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].subregionHeightAlignPixels	535.309.01	615.71.09	36+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].subregionWidthAlignPixels	535.309.01	615.71.09	32+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].widthAlignPixels	535.309.01	615.71.09	0+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].zcullRegionByteMultiplier	535.309.01	615.71.09	16+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].zcullRegionHeaderSize	535.309.01	615.71.09	20+4
field	NV2080_CTRL_INTERNAL_STATIC_KGR_GET_ZCULL_INFO_PARAMS.engineZcullInfo[].zcullSubregionHeaderSize	535.309.01	615.71.09	24+4
sizeof	NV2080_CTRL_INTERNAL_UVM_REGISTER_ACCESS_CNTR_BUFFER_PARAMS	535.309.01	615.71.09	0+520
field	NV2080_CTRL_INTERNAL_UVM_REGISTER_ACCESS_CNTR_BUFFER_PARAMS.accessCounterIndex	535.309.01	615.71.09	0+4
field	NV2080_CTRL_INTERNAL_UVM_REGISTER_ACCESS_CNTR_BUFFER_PARAMS.bufferPteArray	535.309.01	615.71.09	8+512
field	NV2080_CTRL_INTERNAL_UVM_REGISTER_ACCESS_CNTR_BUFFER_PARAMS.bufferSize	535.309.01	615.71.09	4+4
sizeof	NV2080_CTRL_INTERNAL_UVM_UNREGISTER_ACCESS_CNTR_BUFFER_PARAMS	535.309.01	615.71.09	0+4
field	NV2080_CTRL_INTERNAL_UVM_UNREGISTER_ACCESS_CNTR_BUFFER_PARAMS.accessCounterIndex	535.309.01	615.71.09	0+4
sizeof	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS	535.309.01	615.71.09	0+1056
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.bNoMorePages	535.309.01	615.71.09	1048+1
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.bufferType	535.309.01	615.71.09	8+4
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.firstPage	535.309.01	615.71.09	12+4
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.hChannel	535.309.01	615.71.09	4+4
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.hUserClient	535.309.01	615.71.09	0+4
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.numPages	535.309.01	615.71.09	16+4
field	NV2080_CTRL_KGR_GET_CTX_BUFFER_PTES_PARAMS.physAddrs	535.309.01	615.71.09	24+1024
sizeof	NV2080_CTRL_MC_GET_ARCH_INFO_PARAMS	535.309.01	615.71.09	0+16
field	NV2080_CTRL_MC_GET_ARCH_INFO_PARAMS.architecture	535.309.01	615.71.09	0+4
field	NV2080_CTRL_MC_GET_ARCH_INFO_PARAMS.implementation	535.309.01	615.71.09	4+4
field	NV2080_CTRL_MC_GET_ARCH_INFO_PARAMS.revision	535.309.01	615.71.09	8+4
field	NV2080_CTRL_MC_GET_ARCH_INFO_PARAMS.subRevision	535.309.01	615.71.09	12+1
sizeof	NV2080_CTRL_MC_SERVICE_INTERRUPTS_PARAMS	535.309.01	615.71.09	0+4
field	NV2080_CTRL_MC_SERVICE_INTERRUPTS_PARAMS.engines	535.309.01	615.71.09	0+4
sizeof	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS	535.309.01	545.23.08	ABSENT
sizeof	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS	550.40.07	615.71.09	0+780
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.flags	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.flags	550.40.07	615.71.09	4+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.level	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.level	550.40.07	615.71.09	0+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList	550.40.07	615.71.09	8+768
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoListSize	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoListSize	550.40.07	615.71.09	776+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[]	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[]	550.40.07	615.71.09	8+24
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].currentFreq	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].currentFreq	550.40.07	615.71.09	16+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].defaultFreq	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].defaultFreq	550.40.07	615.71.09	20+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].domain	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].domain	550.40.07	615.71.09	12+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].flags	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].flags	550.40.07	615.71.09	8+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].maxFreq	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].maxFreq	550.40.07	615.71.09	28+4
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].minFreq	535.309.01	545.23.08	ABSENT
field	NV2080_CTRL_PERF_GET_LEVEL_INFO_V2_PARAMS.perfGetClkInfoList[].minFreq	550.40.07	615.71.09	24+4
sizeof	NV2080_CTRL_RC_GET_WATCHDOG_INFO_PARAMS	535.309.01	615.71.09	0+4
field	NV2080_CTRL_RC_GET_WATCHDOG_INFO_PARAMS.watchdogStatusFlags	535.309.01	615.71.09	0+4
sizeof	NV83DE_ALLOC_PARAMETERS	535.309.01	615.71.09	0+12
field	NV83DE_ALLOC_PARAMETERS.hAppClient	535.309.01	615.71.09	4+4
field	NV83DE_ALLOC_PARAMETERS.hClass3dObject	535.309.01	615.71.09	8+4
field	NV83DE_ALLOC_PARAMETERS.hDebuggerClient_Obsolete	535.309.01	615.71.09	0+4
sizeof	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS	535.309.01	615.71.09	0+184
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.hSubDevice	535.309.01	615.71.09	0+4
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels	535.309.01	615.71.09	40+144
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels[]	535.309.01	615.71.09	40+24
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels[].aperture	535.309.01	615.71.09	56+4
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels[].pageShift	535.309.01	615.71.09	60+1
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels[].physAddress	535.309.01	615.71.09	40+8
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.levels[].size	535.309.01	615.71.09	48+8
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.numLevelsToCopy	535.309.01	615.71.09	32+4
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.pageSize	535.309.01	615.71.09	8+8
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.subDeviceId	535.309.01	615.71.09	4+4
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.virtAddrHi	535.309.01	615.71.09	24+8
field	NV90F1_CTRL_VASPACE_COPY_SERVER_RESERVED_PDES_PARAMS.virtAddrLo	535.309.01	615.71.09	16+8
sizeof	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS	535.309.01	570.148.08	0+2
sizeof	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS	575.51.02	615.71.09	0+3
field	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS.bEnable	535.309.01	615.71.09	0+1
field	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS.bSkipEnable	535.309.01	570.148.08	ABSENT
field	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS.bSkipEnable	575.51.02	615.71.09	2+1
field	NVA06C_CTRL_GPFIFO_SCHEDULE_PARAMS.bSkipSubmit	535.309.01	615.71.09	1+1
sizeof	NVA06C_CTRL_INTERNAL_PROMOTE_FAULT_METHOD_BUFFERS_PARAMS	535.309.01	615.71.09	0+88
field	NVA06C_CTRL_INTERNAL_PROMOTE_FAULT_METHOD_BUFFERS_PARAMS.bar2Addr	535.309.01	615.71.09	64+16
field	NVA06C_CTRL_INTERNAL_PROMOTE_FAULT_METHOD_BUFFERS_PARAMS.methodBufferMemdesc	535.309.01	615.71.09	0+64
field	NVA06C_CTRL_INTERNAL_PROMOTE_FAULT_METHOD_BUFFERS_PARAMS.methodBufferMemdesc[]	535.309.01	615.71.09	0+32
